id,imdb_id,title,original_title,original_language,release_date,release_year,runtime,budget,revenue,profit,popularity,vote_average,vote_count,ratings,status
25922                                                                                               ,tt0984155,Three Days,3 días (Before the Fall),en,2008-04-25,2008.0,93.0,0.0,0.0,0.0,1.014073,6.3,13.0,,Released
1729                                                                                                ,tt0865556,The Forbidden Kingdom,The Forbidden Kingdom,en,2008-04-18,2008.0,104.0,55000000.0,127906624.0,72906624.0,6.997601,6.3,476.0,,Released
26969                                                                                               ,tt1172974,8 Dates,8 Citas,es,2008-04-18,2008.0,95.0,0.0,0.0,0.0,0.422651,2.0,1.0,,Released
1266                                                                                                ,tt0421073,Street Kings,Street Kings,en,2008-04-10,2008.0,109.0,20000000.0,65569869.0,45569869.0,13.246795,6.3,369.0,,Released
110372                                                                                              ,tt1361838,Descendents,Solos,en,2008-04-07,2008.0,74.0,0.0,0.0,0.0,0.453818,3.8,5.0,,Released
127445                                                                                              ,tt1194615,Rain,Lluvia,es,2008-03-28,2008.0,110.0,0.0,0.0,0.0,0.119031,5.0,2.0,,Released
114371                                                                                              ,tt0456981,Fist of the North Star: Legend of Toki,真救世主伝説 北斗の拳 トキ伝,ja,2008-03-26,2008.0,60.0,0.0,0.0,0.0,1.385707,5.8,6.0,,Released
27255                                                                                               ,tt0867295,From a Place of Darkness,From a Place of Darkness,en,2008-03-25,2008.0,84.0,0.0,0.0,0.0,0.582832,0.0,0.0,,Released
109459                                                                                              ,tt1189349,A Necessary Death,A Necessary Death,en,2008-03-08,2008.0,101.0,0.0,0.0,0.0,0.438129,4.3,4.0,,Released
25936                                                                                               ,tt1217565,Radio Day,День радио,ru,2008-03-08,2008.0,100.0,4000000.0,0.0,-4000000.0,0.95369,8.3,18.0,,Released
25747                                                                                               ,tt1173686,Beautiful,아름답다,ko,2008-02-14,2008.0,88.0,0.0,0.0,0.0,1.705167,6.6,8.0,,Released
142973                                                                                              ,tt0365100,Dating Games People Play,Dating Games People Play,en,2008-02-12,2008.0,95.0,0.0,0.0,0.0,0.003545,0.0,0.0,,Released
2195                                                                                                ,tt0991269,Beste Zeit,Beste Zeit,de,2008-01-31,2008.0,95.0,0.0,0.0,0.0,0.965482,6.5,5.0,,Released
25746                                                                                               ,tt0855852,Kabei: Our Mother,母べえ,ja,2008-01-26,2008.0,133.0,0.0,0.0,0.0,1.208795,7.1,10.0,,Released
135679                                                                                              ,tt0762070,"Andrew Jenks, Room 335","Andrew Jenks, Room 335",en,2008-01-15,2008.0,90.0,0.0,0.0,0.0,0.096034,10.0,1.0,,Released
102039                                                                                              ,tt1263692,Mock Up on Mu,Mock Up on Mu,en,2008-01-14,2008.0,114.0,0.0,0.0,0.0,0.107888,8.0,2.0,,Released
2395                                                                                                ,tt0463872,Asterix at the Olympic Games,Astérix aux Jeux Olympiques,fr,2008-01-13,2008.0,116.0,97250400.0,132900000.0,35649600.0,9.671944,5.0,486.0,,Released
105759                                                                                              ,tt1430144,The Black Hole,The Black Hole,en,2008-01-01,2008.0,3.0,0.0,0.0,0.0,2.42106,7.2,23.0,,Released
141714                                                                                              ,tt0884762,Wild China,Wild China,en,2008-01-01,2008.0,300.0,0.0,0.0,0.0,0.674662,7.1,11.0,,Released
26235                                                                                               ,tt0447166,The Gamers: Dorkness Rising,The Gamers: Dorkness Rising,en,2008-01-01,2008.0,105.0,0.0,0.0,0.0,0.623316,7.6,14.0,,Released
27618                                                                                               ,tt1301160,The Horribly Slow Murderer with the Extremely Inefficient Weapon,The Horribly Slow Murderer with the Extremely Inefficient Weapon,en,2008-01-01,2008.0,10.0,0.0,0.0,0.0,1.860321,6.6,36.0,,Released
27865                                                                                               ,tt1189345,The World According to Monsanto,Le monde selon Monsanto,fr,2008-01-01,2008.0,108.0,0.0,0.0,0.0,0.577076,7.5,15.0,,Released
25774                                                                                               ,tt1056422,Fados,Fados,en,2007-12-31,2007.0,90.0,0.0,0.0,0.0,0.153843,6.7,3.0,,Released
105325                                                                                              ,tt1114718,How to Hook Up Your Home Theater,How to Hook Up Your Home Theater,en,2007-12-21,2007.0,6.0,0.0,0.0,0.0,2.325702,7.8,17.0,,Released
27046                                                                                               ,tt0987918,The Irony of Fate. The Sequel,Ирония судьбы. Продолжение,ru,2007-12-21,2007.0,125.0,5000000.0,55635037.0,50635037.0,1.792402,4.7,24.0,,Released
26990                                                                                               ,tt0841032,The Perfect Holiday,The Perfect Holiday,en,2007-12-12,2007.0,96.0,0.0,5800000.0,5800000.0,1.380701,5.7,10.0,,Released
2268                                                                                                ,tt0385752,The Golden Compass,The Golden Compass,en,2007-12-04,2007.0,113.0,180000000.0,372234864.0,192234864.0,11.481379,5.8,1347.0,,Released
26765                                                                                               ,tt0949815,Mr. Warmth: The Don Rickles Project,Mr. Warmth: The Don Rickles Project,en,2007-12-04,2007.0,89.0,0.0,0.0,0.0,1.590689,6.1,4.0,,Released
2312                                                                                                ,tt0460780,In the Name of the King: A Dungeon Siege Tale,In the Name of the King: A Dungeon Siege Tale,en,2007-11-29,2007.0,127.0,60000000.0,0.0,-60000000.0,6.502566,4.1,227.0,,Released
149946                                                                                              ,tt1002760,Two in One,Два в одном,ru,2007-11-27,2007.0,124.0,0.0,0.0,0.0,0.038832,1.0,1.0,,Released
26336                                                                                               ,tt0790706,Crazy Love,Crazy Love,en,2007-11-22,2007.0,92.0,0.0,0.0,0.0,0.614455,6.6,9.0,,Released
1620                                                                                                ,tt0465494,Hitman,Hitman,en,2007-11-21,2007.0,89.0,24000000.0,99965753.0,75965753.0,13.765241,5.9,982.0,,Released
2284                                                                                                ,tt0457419,Mr. Magorium's Wonder Emporium,Mr. Magorium's Wonder Emporium,en,2007-11-14,2007.0,93.0,0.0,69474661.0,69474661.0,8.696467,6.0,365.0,,Released
2310                                                                                                ,tt0442933,Beowulf,Beowulf,en,2007-11-05,2007.0,115.0,70000000.0,195735876.0,125735876.0,9.951195,5.5,855.0,,Released
136572                                                                                              ,tt0981293,Hotel Meina,Hotel Meina,it,2007-10-07,2007.0,115.0,0.0,0.0,0.0,0.157899,6.0,3.0,,Released
2274                                                                                                ,tt0484562,The Seeker: The Dark Is Rising,The Seeker: The Dark Is Rising,en,2007-10-05,2007.0,94.0,0.0,0.0,0.0,6.627076,4.8,111.0,,Released
2012                                                                                                ,tt0841925,Silent Light,Stellet Licht,de,2007-10-02,2007.0,142.0,0.0,0.0,0.0,1.933187,7.1,27.0,,Released
1961                                                                                                ,tt0489235,My Name Is Bruce,My Name Is Bruce,en,2007-10-01,2007.0,86.0,1500000.0,173066.0,-1326934.0,8.708789,5.9,107.0,,Released
2014                                                                                                ,tt0880502,The Edge of Heaven,Auf der anderen Seite,de,2007-09-27,2007.0,122.0,3800000.0,17804565.0,14004565.0,10.083019,6.6,68.0,,Released
149043                                                                                              ,tt1069229,St. Giuseppe Moscati: Doctor to the Poor,Giuseppe Moscati: L'amore che guarisce,es,2007-09-26,2007.0,200.0,0.0,0.0,0.0,1.02825,7.0,2.0,,Released
125541                                                                                              ,tt1141663,Chouga,Shuga,en,2007-09-18,2007.0,91.0,0.0,0.0,0.0,0.039349,5.0,1.0,,Released
2252                                                                                                ,tt0765443,Eastern Promises,Eastern Promises,en,2007-09-14,2007.0,100.0,51500000.0,55112356.0,3612356.0,9.897909,7.2,867.0,,Released
25803                                                                                               ,tt0907674,Amal,Amal,en,2007-09-13,2007.0,101.0,0.0,0.0,0.0,0.635498,8.0,9.0,,Released
1912                                                                                                ,tt0810868,Reclaim Your Brain,Free Rainer - Dein Fernseher lügt,de,2007-09-11,2007.0,129.0,2500000.0,0.0,-2500000.0,2.529219,6.9,30.0,,Released
131792                                                                                              ,tt1829648,At Sea,At Sea,en,2007-09-07,2007.0,60.0,0.0,0.0,0.0,0.228707,8.0,6.0,,Released
26700                                                                                               ,tt0836682,Nocturna,Nocturna,en,2007-09-06,2007.0,80.0,0.0,0.0,0.0,1.7564,5.5,18.0,,Released
116495                                                                                              ,tt1151833,Val Lewton: The Man in the Shadows,Val Lewton: The Man in the Shadows,en,2007-09-02,2007.0,77.0,0.0,0.0,0.0,0.722011,7.0,5.0,,Released
2082                                                                                                ,tt0373883,Halloween,Halloween,en,2007-08-31,2007.0,109.0,15000000.0,80253908.0,65253908.0,11.607678,5.9,510.0,,Released
2009                                                                                                ,tt1032846,"4 Months, 3 Weeks and 2 Days","4 luni, 3 săptămîni și 2 zile",ro,2007-08-24,2007.0,113.0,852510.0,1185783.0,333273.0,9.990406,7.4,158.0,,Released
2588                                                                                                ,tt0456340,Chaotic Ana,Caótica Ana,es,2007-08-24,2007.0,119.0,6500000.0,0.0,-6500000.0,4.502465,6.9,19.0,,Released
2728                                                                                                ,tt0486640,Postal,Postal,en,2007-08-11,2007.0,100.0,0.0,0.0,0.0,13.441185,4.6,94.0,,Released
2270                                                                                                ,tt0486655,Stardust,Stardust,en,2007-08-09,2007.0,127.0,70000000.0,135560026.0,65560026.0,14.784525,7.2,1215.0,,Released
25795                                                                                               ,tt0815457,Thieves,Ladrones,en,2007-08-08,2007.0,105.0,0.0,0.0,0.0,0.717736,6.8,4.0,,Released
2503                                                                                                ,tt0440963,The Bourne Ultimatum,The Bourne Ultimatum,en,2007-08-03,2007.0,115.0,70000000.0,442824138.0,372824138.0,18.173269,7.3,2938.0,,Released
155796                                                                                              ,tt1127347,Still Life,Still Life,es,2007-07-20,2007.0,15.0,0.0,0.0,0.0,0.432542,7.8,4.0,,Released
25961                                                                                               ,tt1226251,Pokémon: The Rise of Darkrai,ディアルガVSパルキアVSダークライ,ja,2007-07-14,2007.0,90.0,0.0,42238454.0,42238454.0,3.851534,6.4,41.0,,Released
164379                                                                                              ,tt1059898,Brooklyn Dodgers: The Ghosts of Flatbush,Brooklyn Dodgers: The Ghosts of Flatbush,en,2007-07-11,2007.0,,0.0,0.0,0.0,0.721507,8.5,2.0,,Released
173577                                                                                              ,tt1080761,NY77: The Coolest Year in Hell,NY77: The Coolest Year in Hell,en,2007-07-09,2007.0,87.0,0.0,0.0,0.0,0.48231,8.6,5.0,,Released
27671                                                                                               ,tt1110059,Pop Skull,Pop Skull,en,2007-07-06,2007.0,86.0,2000.0,0.0,-2000.0,0.222681,3.7,3.0,,Released
161094                                                                                              ,tt0803005,Hoop Reality,Hoop Reality,en,2007-07-01,2007.0,90.0,0.0,0.0,0.0,0.019502,0.0,0.0,,Released
1858                                                                                                ,tt0418279,Transformers,Transformers,en,2007-06-27,2007.0,144.0,150000000.0,709709780.0,559709780.0,5.587707,6.6,4113.0,,Released
140509                                                                                              ,tt0997138,"The Foreign Duck, the Native Duck and God in a Coin Locker",アヒルと鴨のコインロッカー,ja,2007-06-23,2007.0,110.0,0.0,0.0,0.0,1.017725,6.7,5.0,,Released
2062                                                                                                ,tt0382932,Ratatouille,Ratatouille,en,2007-06-22,2007.0,111.0,150000000.0,623722818.0,473722818.0,20.50803,7.5,4510.0,,Released
102305                                                                                              ,tt1020936,August Evening,August Evening,en,2007-06-21,2007.0,128.0,0.0,0.0,0.0,0.038979,5.0,1.0,,Released
107976                                                                                              ,tt1193490,Black House,검은 집,ko,2007-06-21,2007.0,104.0,0.0,0.0,0.0,1.868427,6.1,14.0,,Released
27215                                                                                               ,tt1085496,Rock Haven,Rock Haven,en,2007-06-21,2007.0,78.0,0.0,0.0,0.0,0.986431,4.6,9.0,,Released
1571                                                                                                ,tt0337978,Live Free or Die Hard,Live Free or Die Hard,en,2007-06-20,2007.0,128.0,110000000.0,383531464.0,273531464.0,14.886039,6.4,2122.0,,Released
134881                                                                                              ,tt1065307,More of Me,More of Me,en,2007-06-17,2007.0,86.0,0.0,0.0,0.0,0.317873,1.0,1.0,,Released
1979                                                                                                ,tt0486576,Fantastic 4: Rise of the Silver Surfer,4: Rise of the Silver Surfer,en,2007-06-13,2007.0,92.0,130000000.0,289047763.0,159047763.0,12.924254,5.4,2648.0,,Released
2698                                                                                                ,tt0413099,Evan Almighty,Evan Almighty,en,2007-06-09,2007.0,96.0,175000000.0,173000000.0,-2000000.0,9.156877,5.3,1194.0,,Released
117316                                                                                              ,tt1064215,Strangers,Zarim,he,2007-06-06,2007.0,80.0,0.0,0.0,0.0,0.316056,0.0,0.0,,Released
2002                                                                                                ,tt0437526,The Last Mistress,Une vieille maîtresse,fr,2007-05-30,2007.0,104.0,6500000.0,0.0,-6500000.0,3.200289,6.2,15.0,,Released
2001                                                                                                ,tt0498399,We Own the Night,We Own the Night,en,2007-05-25,2007.0,117.0,21000000.0,54926886.0,33926886.0,7.572144,6.5,327.0,,Released
2010                                                                                                ,tt1016205,The Mourning Forest,殯の森,ja,2007-05-24,2007.0,97.0,0.0,0.0,0.0,1.594746,6.2,13.0,,Released
2011                                                                                                ,tt0808417,Persepolis,Persepolis,fr,2007-05-23,2007.0,95.0,7300000.0,0.0,-7300000.0,9.537501,7.7,461.0,,Released
2015                                                                                                ,tt0817225,Secret Sunshine,밀양,ko,2007-05-23,2007.0,142.0,0.0,0.0,0.0,2.899364,6.3,45.0,,Released
2013                                                                                                ,tt0401383,The Diving Bell and the Butterfly,Le scaphandre et le papillon,fr,2007-05-22,2007.0,112.0,14000000.0,19777647.0,5777647.0,11.090265,7.5,290.0,,Released
1990                                                                                                ,tt0842929,Paranoid Park,Paranoid Park,en,2007-05-21,2007.0,85.0,0.0,486021.0,486021.0,6.198003,6.3,126.0,,Released
1991                                                                                                ,tt1028528,Death Proof,Death Proof,en,2007-05-21,2007.0,113.0,25000000.0,25037897.0,37897.0,13.412137,6.7,1359.0,,Released
163042                                                                                              ,tt0489793,Orange Love,Оранжевая любовь,ru,2007-05-19,2007.0,92.0,3000000.0,0.0,-3000000.0,0.166253,4.0,2.0,,Released
285                                                                                                 ,tt0449088,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: At World's End,en,2007-05-19,2007.0,169.0,300000000.0,961000000.0,661000000.0,31.363664,6.9,4627.0,,Released
2359                                                                                                ,tt0386032,Sicko,Sicko,en,2007-05-18,2007.0,123.0,9000000.0,24538513.0,15538513.0,6.766086,7.3,241.0,,Released
1931                                                                                                ,tt0775539,Stomp the Yard,Stomp the Yard,en,2007-05-16,2007.0,114.0,13000000.0,75511123.0,62511123.0,5.607508,6.1,90.0,,Released
1989                                                                                                ,tt0765120,My Blueberry Nights,My Blueberry Nights,en,2007-05-16,2007.0,111.0,10000000.0,21786738.0,11786738.0,11.119593,6.1,197.0,,Released
2049                                                                                                ,tt0943512,How to Cook Your Life,How to Cook Your Life,en,2007-05-10,2007.0,93.0,0.0,0.0,0.0,0.091729,5.0,1.0,,Released
173421                                                                                              ,tt0965367,Alter Ego,Alter Ego,en,2007-05-09,2007.0,99.0,0.0,0.0,0.0,0.075118,4.5,2.0,,Released
27359                                                                                               ,tt0443455,Brand Upon the Brain! A Remembrance in 12 Chapters,Brand Upon the Brain! A Remembrance in 12 Chapters,en,2007-05-09,2007.0,95.0,0.0,0.0,0.0,1.547591,6.6,20.0,,Released
2197                                                                                                ,tt0889222,Sounds of Sand,Si le vent soulève les sables,fr,2007-05-02,2007.0,96.0,5000000.0,0.0,-5000000.0,0.580717,6.4,4.0,,Released
171859                                                                                              ,tt1003113,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,en,2007-05-01,2007.0,77.0,0.0,0.0,0.0,0.145271,7.0,2.0,,Released
1950                                                                                                ,tt0338216,Lucky You,Lucky You,en,2007-05-01,2007.0,124.0,0.0,5761917.0,5761917.0,5.731132,5.4,83.0,,Released
1872                                                                                                ,tt0389328,Rise: Blood Hunter,Rise: Blood Hunter,en,2007-04-28,2007.0,97.0,0.0,0.0,0.0,4.482739,4.7,61.0,,Released
1562                                                                                                ,tt0463854,28 Weeks Later,28 Weeks Later,en,2007-04-26,2007.0,100.0,15000000.0,64238440.0,49238440.0,12.884191,6.5,1225.0,,Released
163659                                                                                              ,tt0841017,Cochochi,Cochochi,en,2007-04-24,2007.0,,0.0,0.0,0.0,0.564956,5.0,3.0,,Released
1738                                                                                                ,tt0435705,Next,Next,en,2007-04-24,2007.0,96.0,70000000.0,76066841.0,6066841.0,9.41746,5.9,880.0,,Released
1419                                                                                                ,tt0890888,Vollidiot,Vollidiot,de,2007-04-11,2007.0,102.0,0.0,0.0,0.0,1.99742,4.3,25.0,,Released
1992                                                                                                ,tt1077258,Planet Terror,Planet Terror,en,2007-04-06,2007.0,105.0,0.0,0.0,0.0,10.370384,6.5,1109.0,,Released
1272                                                                                                ,tt0448134,Sunshine,Sunshine,en,2007-04-05,2007.0,107.0,50000000.0,32017803.0,-17982197.0,12.715571,7.0,1210.0,,Released
1683                                                                                                ,tt0444682,The Reaping,The Reaping,en,2007-04-05,2007.0,99.0,40000000.0,62771059.0,22771059.0,9.825841,5.4,209.0,,Released
1267                                                                                                ,tt0396555,Meet the Robinsons,Meet the Robinsons,en,2007-03-23,2007.0,95.0,150000000.0,169332978.0,19332978.0,10.529576,6.7,787.0,,Released
1273                                                                                                ,tt0453556,TMNT,TMNT,en,2007-03-23,2007.0,90.0,34000000.0,95608995.0,61608995.0,11.358363,6.0,349.0,,Released
2355                                                                                                ,tt0490204,Reign Over Me,Reign Over Me,en,2007-03-23,2007.0,124.0,20000000.0,22222308.0,2222308.0,10.027137,7.1,340.0,,Released
1268                                                                                                ,tt0453451,Mr. Bean's Holiday,Mr. Bean's Holiday,en,2007-03-22,2007.0,90.0,25000000.0,229736344.0,204736344.0,10.19853,6.1,682.0,,Released
25744                                                                                               ,tt0891520,A Slit-Mouthed Woman,口裂け女,ja,2007-03-16,2007.0,90.0,0.0,0.0,0.0,1.367306,4.8,26.0,,Released
114922                                                                                              ,tt0810082,Scrambled Beer,Scrambled Beer,en,2007-03-10,2007.0,88.0,250.0,0.0,-250.0,0.003795,0.0,0.0,,Released
1269                                                                                                ,tt0446009,The Vexxer,Neues vom Wixxer,de,2007-03-10,2007.0,98.0,0.0,0.0,0.0,2.889908,6.3,33.0,,Released
27550                                                                                               ,tt0827729,Nina Frisk,Nina Frisk,en,2007-03-09,2007.0,83.0,0.0,0.0,0.0,0.195066,5.1,4.0,,Released
128598                                                                                              ,tt0918645,Left for Dead,Left for Dead,es,2007-03-04,2007.0,84.0,0.0,0.0,0.0,0.552064,4.7,6.0,,Released
1949                                                                                                ,tt0443706,Zodiac,Zodiac,en,2007-03-02,2007.0,157.0,65000000.0,84785914.0,19785914.0,19.083823,7.3,2080.0,,Released
146380                                                                                              ,tt0961206,The Legend of Bloody Jack,The Legend of Bloody Jack,en,2007-02-27,2007.0,84.0,0.0,0.0,0.0,0.712345,3.8,3.0,,Released
1250                                                                                                ,tt0259324,Ghost Rider,Ghost Rider,en,2007-02-16,2007.0,114.0,110000000.0,228738393.0,118738393.0,11.902354,5.2,1754.0,,Released
1265                                                                                                ,tt0398808,Bridge to Terabithia,Bridge to Terabithia,en,2007-02-16,2007.0,96.0,60000000.0,137587063.0,77587063.0,8.460206,7.0,1146.0,,Released
2239                                                                                                ,tt0466816,Hallam Foe,Hallam Foe,en,2007-02-16,2007.0,95.0,8000000.0,60641.0,-7939359.0,8.762536,6.8,51.0,,Released
1922                                                                                                ,tt0762110,Irina Palm,Irina Palm,en,2007-02-13,2007.0,103.0,0.0,0.0,0.0,2.350677,6.9,28.0,,Released
2692                                                                                                ,tt0949770,The Red Elvis,Der rote Elvis,de,2007-02-13,2007.0,90.0,0.0,0.0,0.0,0.123453,8.0,1.0,,Released
1874                                                                                                ,tt0438859,Goodbye Bafana,Goodbye Bafana,en,2007-02-11,2007.0,140.0,30000000.0,0.0,-30000000.0,10.480169,7.0,38.0,,Released
27827                                                                                               ,tt0961117,Manufacturing Dissent,Manufacturing Dissent,en,2007-02-11,2007.0,97.0,0.0,0.0,0.0,0.259428,4.5,6.0,,Released
113432                                                                                              ,tt1157732,Wrestling,Bræðrabylta,is,2007-02-10,2007.0,20.0,0.0,0.0,0.0,0.424623,5.3,4.0,,Released
2335                                                                                                ,tt0804540,Taxi 4,Taxi 4,fr,2007-02-10,2007.0,91.0,0.0,0.0,0.0,10.442485,5.4,317.0,,Released
2882                                                                                                ,tt0792965,Hunting and Gathering,"Ensemble, c'est tout",fr,2007-02-10,2007.0,97.0,0.0,0.0,0.0,6.532872,6.6,125.0,,Released
1845                                                                                                ,tt0841044,2 Days in Paris,2 Days in Paris,en,2007-02-09,2007.0,96.0,0.0,19776159.0,19776159.0,6.653254,6.3,106.0,,Released
2196                                                                                                ,tt0795368,Death at a Funeral,Death at a Funeral,en,2007-02-09,2007.0,90.0,9000000.0,46.0,-8999954.0,8.832907,6.9,508.0,,Released
2267                                                                                                ,tt0768212,The Last Mimzy,The Last Mimzy,en,2007-02-09,2007.0,94.0,0.0,27297451.0,27297451.0,6.183051,5.9,116.0,,Released
1407                                                                                                ,tt0450188,La Vie en Rose,La Môme,fr,2007-02-08,2007.0,140.0,0.0,0.0,0.0,11.710507,7.3,433.0,,Released
1248                                                                                                ,tt0367959,Hannibal Rising,Hannibal Rising,en,2007-02-06,2007.0,121.0,50000000.0,82169884.0,32169884.0,2.159558,6.0,666.0,,Released
1257                                                                                                ,tt0490084,Because I Said So,Because I Said So,en,2007-02-02,2007.0,102.0,0.0,69485490.0,69485490.0,14.764607,5.8,194.0,,Released
1244                                                                                                ,tt0764639,Eight Miles High,Das wilde Leben,de,2007-02-01,2007.0,114.0,0.0,0.0,0.0,0.851733,6.9,8.0,,Released
25869                                                                                               ,tt0485272,Salaam-E-Ishq,Salaam-E-Ishq,hi,2007-01-25,2007.0,216.0,0.0,0.0,0.0,1.091632,5.7,14.0,,Released
121135                                                                                              ,tt1090665,Jonestown: Paradise Lost,Jonestown: Paradise Lost,en,2007-01-15,2007.0,88.0,0.0,0.0,0.0,0.824387,6.5,8.0,,Released
1534                                                                                                ,tt0446013,Pathfinder,Pathfinder,en,2007-01-11,2007.0,99.0,45000000.0,30822861.0,-14177139.0,11.101549,5.4,173.0,,Released
1646                                                                                                ,tt0463998,Freedom Writers,Freedom Writers,en,2007-01-05,2007.0,123.0,21000000.0,41170784.0,20170784.0,13.585233,7.6,368.0,,Released
1988                                                                                                ,tt0829459,A Mighty Heart,A Mighty Heart,en,2007-01-01,2007.0,100.0,16000000.0,18928871.0,2928871.0,16.770196,6.7,97.0,,Released
25919                                                                                               ,tt0826547,Great World of Sound,Great World of Sound,en,2007-01-01,2007.0,106.0,0.0,0.0,0.0,0.3097,6.0,2.0,,Released
25977                                                                                               ,tt0854667,Showdown at Area 51,Showdown at Area 51,en,2007-01-01,2007.0,96.0,0.0,0.0,0.0,1.399429,4.3,8.0,,Released
26354                                                                                               ,tt0479547,Surfwise,Surfwise,en,2007-01-01,2007.0,93.0,0.0,0.0,0.0,0.400054,7.4,8.0,,Released
27721                                                                                               ,tt0902955,In Bar,Barda,en,2007-01-01,2007.0,95.0,0.0,0.0,0.0,1.959976,5.8,11.0,,Released
1125                                                                                                ,tt0443489,Dreamgirls,Dreamgirls,en,2006-12-25,2006.0,134.0,70000000.0,154937680.0,84937680.0,7.739633,6.6,292.0,,Released
1259                                                                                                ,tt0465551,Notes on a Scandal,Notes on a Scandal,en,2006-12-25,2006.0,92.0,15000000.0,49469904.0,34469904.0,8.593087,6.9,239.0,,Released
1246                                                                                                ,tt0479143,Rocky Balboa,Rocky Balboa,en,2006-12-20,2006.0,102.0,24000000.0,155721132.0,131721132.0,11.697604,6.5,858.0,,Released
1251                                                                                                ,tt0498380,Letters from Iwo Jima,Letters from Iwo Jima,en,2006-12-19,2006.0,141.0,19000000.0,68673228.0,49673228.0,11.649588,7.2,553.0,,Released
1253                                                                                                ,tt0443456,Breaking and Entering,Breaking and Entering,en,2006-12-15,2006.0,129.0,0.0,8974829.0,8974829.0,4.217411,6.3,64.0,,Released
2486                                                                                                ,tt0449010,Eragon,Eragon,en,2006-12-14,2006.0,104.0,100000000.0,249288105.0,149288105.0,9.851133,4.9,990.0,,Released
1247                                                                                                ,tt0343737,The Good Shepherd,The Good Shepherd,en,2006-12-11,2006.0,167.0,85000000.0,59908565.0,-25091435.0,11.057536,6.3,342.0,,Released
1271                                                                                                ,tt0416449,300,300,en,2006-12-09,2006.0,117.0,65000000.0,422610419.0,357610419.0,18.108408,7.0,5092.0,,Released
134777                                                                                              ,tt0830361,The Lost Room,The Lost Room,en,2006-12-09,2006.0,270.0,0.0,0.0,0.0,5.655194,7.8,98.0,,Released
1581                                                                                                ,tt0457939,The Holiday,The Holiday,en,2006-12-08,2006.0,136.0,85000000.0,194168700.0,109168700.0,14.043416,6.7,1259.0,,Released
182                                                                                                 ,tt0452624,The Good German,The Good German,en,2006-12-08,2006.0,108.0,32000000.0,5914908.0,-26085092.0,5.290831,5.9,87.0,,Released
1372                                                                                                ,tt0450259,Blood Diamond,Blood Diamond,en,2006-12-07,2006.0,143.0,100000000.0,170877916.0,70877916.0,12.477872,7.4,2344.0,,Released
1579                                                                                                ,tt0472043,Apocalypto,Apocalypto,en,2006-12-07,2006.0,139.0,40000000.0,120175290.0,80175290.0,7.735233,7.3,1252.0,,Released
2447                                                                                                ,tt0762121,The Nativity Story,The Nativity Story,en,2006-12-01,2006.0,101.0,35000000.0,0.0,-35000000.0,4.68645,6.4,36.0,,Released
26370                                                                                               ,tt0918485,638 Ways to Kill Castro,638 Ways to Kill Castro,en,2006-11-28,2006.0,78.0,0.0,0.0,0.0,0.310085,5.3,6.0,,Released
131433                                                                                              ,tt0928385,Freedom,FREEDOM,ja,2006-11-24,2006.0,189.0,0.0,0.0,0.0,0.154679,7.0,4.0,,Released
114931                                                                                              ,tt0496395,Sonja,Sonja,en,2006-11-23,2006.0,72.0,0.0,0.0,0.0,0.07937,6.0,2.0,,Released
2179                                                                                                ,tt0365830,Tenacious D in The Pick of Destiny,Tenacious D in The Pick of Destiny,en,2006-11-22,2006.0,93.0,22000000.0,13405595.0,-8594405.0,7.98193,6.5,419.0,,Released
2286                                                                                                ,tt0381111,Crusade in Jeans,Kruistocht in Spijkerbroek,en,2006-11-15,2006.0,125.0,0.0,0.0,0.0,11.322545,6.0,15.0,,Released
149723                                                                                              ,tt0882809,The Letters,手紙,ja,2006-11-03,2006.0,121.0,0.0,0.0,0.0,0.442975,6.7,3.0,,Released
26314                                                                                               ,tt0932533,"Job, czyli ostatnia szara komórka","Job, czyli ostatnia szara komórka",pl,2006-11-03,2006.0,95.0,0.0,0.0,0.0,0.223654,5.0,5.0,,Released
129933                                                                                              ,tt0482987,Paraguayan Hammock,Hamaca paraguaya,es,2006-11-02,2006.0,78.0,0.0,0.0,0.0,0.22129,5.0,4.0,,Released
1123                                                                                                ,tt0437232,Catch a Fire,Catch a Fire,en,2006-10-27,2006.0,101.0,0.0,4291965.0,4291965.0,3.451518,6.4,26.0,,Released
1666                                                                                                ,tt0799954,The Bridge,The Bridge,en,2006-10-27,2006.0,93.0,0.0,0.0,0.0,3.800868,7.0,81.0,,Released
214                                                                                                 ,tt0489270,Saw III,Saw III,en,2006-10-27,2006.0,108.0,10000000.0,163876815.0,153876815.0,14.938035,6.1,1104.0,,Released
2152                                                                                                ,tt0811136,Dixie Chicks: Shut Up and Sing,Dixie Chicks: Shut Up and Sing,en,2006-10-27,2006.0,93.0,0.0,0.0,0.0,1.831001,6.5,12.0,,Released
1593                                                                                                ,tt0477347,Night at the Museum,Night at the Museum,en,2006-10-20,2006.0,108.0,110000000.0,574480841.0,464480841.0,16.661966,6.4,2949.0,,Released
1124                                                                                                ,tt0482571,The Prestige,The Prestige,en,2006-10-19,2006.0,130.0,40000000.0,109676311.0,69676311.0,16.94556,8.0,4510.0,,Released
